Key,Value
timestamp #06148,134.64176134483517
timestamp #06149,134.64176134483517
timestamp #06150,134.64176134483517
timestamp #06151,134.64176134483517
timestamp #06152,134.64176134483517
timestamp #06153,134.64176134483517
timestamp #06154,134.64176134483517
timestamp #06155,134.64176134483517
timestamp #06156,134.64176134483517
timestamp #06157,134.64176134483517
timestamp #06158,134.64176134483517
timestamp #06159,134.64176134483517
timestamp #06160,134.64176134483517
timestamp #06161,134.64176134483517
timestamp #06162,134.64176134483517
timestamp #06163,134.64176134483517
timestamp #06164,134.64176134483517
timestamp #06165,134.64176134483517
timestamp #06166,134.64176134483517
timestamp #06167,134.64176134483517
timestamp #06168,134.64176134483517
timestamp #06169,134.64176134483517
timestamp #06170,134.64176134483517
timestamp #06171,134.64176134483517
timestamp #06172,134.64176134483517
timestamp #06173,134.64176134483517
timestamp #06174,134.64176134483517
timestamp #06175,134.64176134483517
timestamp #06176,134.64176134483517
timestamp #06177,134.64176134483517
timestamp #06178,134.64176134483517
timestamp #06179,134.64176134483517
timestamp #06180,134.64176134483517
timestamp #06181,134.64176134483517
timestamp #06182,134.64176134483517
timestamp #06183,134.64176134483517
timestamp #06184,134.64176134483517
timestamp #06185,134.64176134483517
timestamp #06186,134.64176134483517
timestamp #06187,134.64176134483517
timestamp #06188,134.64176134483517
timestamp #06189,134.64176134483517
timestamp #06190,134.64176134483517
timestamp #06191,134.64176134483517
timestamp #06192,134.64176134483517
timestamp #06193,134.64176134483517
timestamp #06194,134.64176134483517
timestamp #06195,134.64176134483517
timestamp #06196,134.64176134483517
timestamp #06197,134.64176134483517
timestamp #06198,134.64176134483517
timestamp #06199,134.64176134483517
timestamp #06200,134.64176134483517
timestamp #06201,134.64176134483517
timestamp #06202,134.64176134483517
timestamp #06203,134.64176134483517
timestamp #06204,134.64176134483517
timestamp #06205,134.64176134483517
timestamp #06206,134.64176134483517
timestamp #06207,134.64176134483517
timestamp #06208,134.64176134483517
timestamp #06209,134.64176134483517
timestamp #06210,134.64176134483517
timestamp #06211,134.64176134483517
timestamp #06212,134.64176134483517
timestamp #06213,134.64176134483517
timestamp #06214,134.64176134483517
timestamp #06215,134.64176134483517
timestamp #06216,134.64176134483517
timestamp #06217,134.64176134483517
timestamp #06218,134.64176134483517
timestamp #06219,134.64176134483517
timestamp #06220,134.64176134483517
timestamp #06221,134.64176134483517
timestamp #06222,134.64176134483517
timestamp #06223,134.64176134483517
timestamp #06224,134.64176134483517
timestamp #06225,134.64176134483517
timestamp #06226,134.64176134483517
timestamp #06227,134.64176134483517
timestamp #06228,134.64176134483517
timestamp #06229,134.64176134483517
timestamp #06230,134.64176134483517
timestamp #06231,134.64176134483517
timestamp #06232,134.64176134483517
timestamp #06233,134.64176134483517
timestamp #06234,134.64176134483517
timestamp #06235,134.64176134483517
timestamp #06236,134.64176134483517
timestamp #06237,134.64176134483517
timestamp #06238,134.64176134483517
timestamp #06239,134.64176134483517
timestamp #06240,134.64176134483517
timestamp #06241,134.64176134483517
timestamp #06242,134.64176134483517
timestamp #06243,134.64176134483517
timestamp #06244,134.64176134483517
timestamp #06245,134.64176134483517
timestamp #06246,134.64176134483517
timestamp #06247,134.64176134483517
timestamp #06248,134.64176134483517
timestamp #06249,134.64176134483517
timestamp #06250,134.64176134483517
timestamp #06251,134.64176134483517
timestamp #06252,134.64176134483517
timestamp #06253,134.64176134483517
timestamp #06254,134.64176134483517
timestamp #06255,134.64176134483517
timestamp #06256,134.64176134483517
timestamp #06257,134.64176134483517
timestamp #06258,134.64176134483517
timestamp #06259,134.64176134483517
timestamp #06260,134.64176134483517
timestamp #06261,134.64176134483517
timestamp #06262,134.64176134483517
timestamp #06263,134.64176134483517
timestamp #06264,134.64176134483517
timestamp #06265,134.64176134483517
timestamp #06266,134.64176134483517
timestamp #06267,134.64176134483517
timestamp #06268,134.64176134483517
timestamp #06269,134.64176134483517
timestamp #06270,134.64176134483517
timestamp #06271,134.64176134483517
timestamp #06272,134.64176134483517
timestamp #06273,134.64176134483517
timestamp #06274,134.64176134483517
timestamp #06275,134.64176134483517
timestamp #06276,134.64176134483517
timestamp #06277,134.64176134483517
timestamp #06278,134.64176134483517
timestamp #06279,134.64176134483517
timestamp #06280,134.64176134483517
timestamp #06281,134.64176134483517
timestamp #06282,134.64176134483517
timestamp #06283,134.64176134483517
timestamp #06284,134.64176134483517
timestamp #06285,134.64176134483517
timestamp #06286,134.64176134483517
timestamp #06287,134.64176134483517
timestamp #06288,134.64176134483517
timestamp #06289,134.64176134483517
timestamp #06290,134.64176134483517
timestamp #06291,134.64176134483517
timestamp #06292,134.64176134483517
timestamp #06293,134.64176134483517
timestamp #06294,134.64176134483517
timestamp #06295,134.64176134483517
timestamp #06296,134.64176134483517
timestamp #06297,134.64176134483517
timestamp #06298,134.64176134483517
timestamp #06299,134.64176134483517
timestamp #06300,134.64176134483517
timestamp #06301,134.64176134483517
timestamp #06302,134.64176134483517
timestamp #06303,134.64176134483517
timestamp #06304,134.64176134483517
timestamp #06305,134.64176134483517
timestamp #06306,134.64176134483517
timestamp #06307,134.64176134483517
timestamp #06308,134.64176134483517
timestamp #06309,134.64176134483517
timestamp #06310,134.64176134483517
timestamp #06311,134.64176134483517
timestamp #06312,134.64176134483517
timestamp #06313,134.64176134483517
timestamp #06314,134.64176134483517
timestamp #06315,134.64176134483517
timestamp #06316,134.64176134483517
timestamp #06317,134.64176134483517
timestamp #06318,134.64176134483517
timestamp #06319,134.64176134483517
timestamp #06320,134.64176134483517
timestamp #06321,134.64176134483517
timestamp #06322,134.64176134483517
timestamp #06323,134.64176134483517
timestamp #06324,134.64176134483517
timestamp #06325,134.64176134483517
timestamp #06326,134.64176134483517
timestamp #06327,134.64176134483517
timestamp #06328,134.64176134483517
timestamp #06329,134.64176134483517
timestamp #06330,134.64176134483517
timestamp #06331,134.64176134483517
timestamp #06332,134.64176134483517
timestamp #06333,134.64176134483517
timestamp #06334,134.64176134483517
timestamp #06335,134.64176134483517
timestamp #06336,134.64176134483517
timestamp #06337,134.64176134483517
timestamp #06338,134.64176134483517
timestamp #06339,134.64176134483517
timestamp #06340,134.64176134483517
timestamp #06341,134.64176134483517
timestamp #06342,134.64176134483517
timestamp #06343,134.64176134483517
timestamp #06344,134.64176134483517
timestamp #06345,134.64176134483517
timestamp #06346,134.64176134483517
timestamp #06347,134.64176134483517
timestamp #06348,134.64176134483517
timestamp #06349,134.64176134483517
timestamp #06350,134.64176134483517
timestamp #06351,134.64176134483517
timestamp #06352,134.64176134483517
timestamp #06353,134.64176134483517
timestamp #06354,134.64176134483517
timestamp #06355,134.64176134483517
timestamp #06356,134.64176134483517
timestamp #06357,134.64176134483517
timestamp #06358,134.64176134483517
timestamp #06359,134.64176134483517
timestamp #06360,134.64176134483517
timestamp #06361,134.64176134483517
timestamp #06362,134.64176134483517
timestamp #06363,134.64176134483517
timestamp #06364,134.64176134483517
timestamp #06365,134.64176134483517
timestamp #06366,134.64176134483517
timestamp #06367,134.64176134483517
timestamp #06368,134.64176134483517
timestamp #06369,134.64176134483517
timestamp #06370,134.64176134483517
timestamp #06371,134.64176134483517
timestamp #06372,134.64176134483517
timestamp #06373,134.64176134483517
timestamp #06374,134.64176134483517
timestamp #06375,134.64176134483517
timestamp #06376,134.64176134483517
timestamp #06377,134.64176134483517
timestamp #06378,134.64176134483517
timestamp #06379,134.64176134483517
timestamp #06380,134.64176134483517
timestamp #06381,134.64176134483517
timestamp #06382,134.64176134483517
timestamp #06383,134.64176134483517
timestamp #06384,134.64176134483517
timestamp #06385,134.64176134483517
timestamp #06386,134.64176134483517
timestamp #06387,134.64176134483517
timestamp #06388,134.64176134483517
timestamp #06389,134.64176134483517
timestamp #06390,134.64176134483517
timestamp #06391,134.64176134483517
timestamp #06392,134.64176134483517
timestamp #06393,134.64176134483517
timestamp #06394,134.64176134483517
timestamp #06395,134.64176134483517
timestamp #06396,134.64176134483517
timestamp #06397,134.64176134483517
timestamp #06398,134.64176134483517
timestamp #06399,134.64176134483517
timestamp #06400,134.64176134483517
timestamp #06401,134.64176134483517
timestamp #06402,134.64176134483517
timestamp #06403,134.64176134483517
timestamp #06404,134.64176134483517
timestamp #06405,134.64176134483517
timestamp #06406,134.64176134483517
timestamp #06407,134.64176134483517
timestamp #06408,134.64176134483517
timestamp #06409,134.64176134483517
timestamp #06410,134.64176134483517
timestamp #06411,134.64176134483517
timestamp #06412,134.64176134483517
timestamp #06413,134.64176134483517
timestamp #06414,134.64176134483517
timestamp #06415,134.64176134483517
timestamp #06416,134.64176134483517
timestamp #06417,134.64176134483517
timestamp #06418,134.64176134483517
timestamp #06419,134.64176134483517
timestamp #06420,134.64176134483517
timestamp #06421,134.64176134483517
timestamp #06422,134.64176134483517
timestamp #06423,134.64176134483517
timestamp #06424,134.64176134483517
timestamp #06425,134.64176134483517
timestamp #06426,134.64176134483517
timestamp #06427,134.64176134483517
timestamp #06428,134.64176134483517
timestamp #06429,134.64176134483517
timestamp #06430,134.64176134483517
timestamp #06431,134.64176134483517
timestamp #06432,134.64176134483517
timestamp #06433,134.64176134483517
timestamp #06434,134.64176134483517
timestamp #06435,134.64176134483517
timestamp #06436,134.64176134483517
timestamp #06437,134.64176134483517
timestamp #06438,134.64176134483517
timestamp #06439,134.64176134483517
timestamp #06440,134.64176134483517
timestamp #06441,134.64176134483517
timestamp #06442,134.64176134483517
timestamp #06443,134.64176134483517
timestamp #06444,134.64176134483517
timestamp #06445,134.64176134483517
timestamp #06446,134.64176134483517
timestamp #06447,134.64176134483517
timestamp #06448,134.64176134483517
timestamp #06449,134.64176134483517
timestamp #06450,134.64176134483517
timestamp #06451,134.64176134483517
timestamp #06452,134.64176134483517
timestamp #06453,134.64176134483517
timestamp #06454,134.64176134483517
timestamp #06455,134.64176134483517
timestamp #06456,134.64176134483517
timestamp #06457,134.64176134483517
timestamp #06458,134.64176134483517
timestamp #06459,134.64176134483517
timestamp #06460,134.64176134483517
timestamp #06461,134.64176134483517
timestamp #06462,134.64176134483517
timestamp #06463,134.64176134483517
timestamp #06464,134.64176134483517
timestamp #06465,134.64176134483517
timestamp #06466,134.64176134483517
timestamp #06467,134.64176134483517
timestamp #06468,134.64176134483517
timestamp #06469,134.64176134483517
timestamp #06470,134.64176134483517
timestamp #06471,134.64176134483517
timestamp #06472,134.64176134483517
timestamp #06473,134.64176134483517
timestamp #06474,134.64176134483517
timestamp #06475,134.64176134483517
timestamp #06476,134.64176134483517
timestamp #06477,134.64176134483517
timestamp #06478,134.64176134483517
timestamp #06479,134.64176134483517
timestamp #06480,134.64176134483517
timestamp #06481,134.64176134483517
timestamp #06482,134.64176134483517
timestamp #06483,134.64176134483517
timestamp #06484,134.64176134483517
timestamp #06485,134.64176134483517
timestamp #06486,134.64176134483517
timestamp #06487,134.64176134483517
timestamp #06488,134.64176134483517
timestamp #06489,134.64176134483517
timestamp #06490,134.64176134483517
timestamp #06491,134.64176134483517
timestamp #06492,134.64176134483517
timestamp #06493,134.64176134483517
timestamp #06494,134.64176134483517
timestamp #06495,134.64176134483517
timestamp #06496,134.64176134483517
timestamp #06497,134.64176134483517
timestamp #06498,134.64176134483517
timestamp #06499,134.64176134483517
timestamp #06500,134.64176134483517
timestamp #06501,134.64176134483517
timestamp #06502,134.64176134483517
timestamp #06503,134.64176134483517
timestamp #06504,134.64176134483517
timestamp #06505,134.64176134483517
timestamp #06506,134.64176134483517
timestamp #06507,134.64176134483517
timestamp #06508,134.64176134483517
timestamp #06509,134.64176134483517
timestamp #06510,134.64176134483517
timestamp #06511,134.64176134483517
timestamp #06512,134.64176134483517
timestamp #06513,134.64176134483517
timestamp #06514,134.64176134483517
timestamp #06515,134.64176134483517
timestamp #06516,134.64176134483517
timestamp #06517,134.64176134483517
timestamp #06518,134.64176134483517
timestamp #06519,134.64176134483517
timestamp #06520,134.64176134483517
timestamp #06521,134.64176134483517
timestamp #06522,134.64176134483517
timestamp #06523,134.64176134483517
timestamp #06524,134.64176134483517
timestamp #06525,134.64176134483517
timestamp #06526,134.64176134483517
timestamp #06527,134.64176134483517
timestamp #06528,134.64176134483517
timestamp #06529,142.82306347033008
timestamp #06530,142.82306347033008
timestamp #06531,142.82306347033008
timestamp #06532,142.82306347033008
timestamp #06533,142.82306347033008
timestamp #06534,142.82306347033008
timestamp #06535,142.82306347033008
timestamp #06536,142.82306347033008
timestamp #06537,142.82306347033008
timestamp #06538,142.82306347033008
timestamp #06539,142.82306347033008
timestamp #06540,142.82306347033008
timestamp #06541,142.82306347033008
timestamp #06542,142.82306347033008
timestamp #06543,142.82306347033008
timestamp #06544,142.82306347033008
timestamp #06545,142.82306347033008
timestamp #06546,142.82306347033008
timestamp #06547,142.82306347033008
timestamp #06548,142.82306347033008
timestamp #06549,142.82306347033008
timestamp #06550,142.82306347033008
timestamp #06551,142.82306347033008
timestamp #06552,142.82306347033008
timestamp #06553,142.82306347033008
timestamp #06554,142.82306347033008
timestamp #06555,142.82306347033008
timestamp #06556,142.82306347033008
timestamp #06557,142.82306347033008
timestamp #06558,142.82306347033008
timestamp #06559,142.82306347033008
timestamp #06560,142.82306347033008
timestamp #06561,142.82306347033008
timestamp #06562,142.82306347033008
timestamp #06563,142.82306347033008
timestamp #06564,142.82306347033008
timestamp #06565,142.82306347033008
timestamp #06566,142.82306347033008
timestamp #06567,142.82306347033008
timestamp #06568,142.82306347033008
timestamp #06569,142.82306347033008
timestamp #06570,142.82306347033008
timestamp #06571,142.82306347033008
timestamp #06572,142.82306347033008
timestamp #06573,142.82306347033008
timestamp #06574,142.82306347033008
timestamp #06575,142.82306347033008
timestamp #06576,142.82306347033008
timestamp #06577,142.82306347033008
timestamp #06578,142.82306347033008
timestamp #06579,142.82306347033008
timestamp #06580,142.82306347033008
timestamp #06581,142.82306347033008
timestamp #06582,142.82306347033008
timestamp #06583,142.82306347033008
timestamp #06584,142.82306347033008
timestamp #06585,142.82306347033008
timestamp #06586,142.82306347033008
timestamp #06587,142.82306347033008
timestamp #06588,142.82306347033008
timestamp #06589,142.82306347033008
timestamp #06590,142.82306347033008
timestamp #06591,142.82306347033008
timestamp #06592,142.82306347033008
timestamp #06593,142.82306347033008
timestamp #06594,142.82306347033008
timestamp #06595,142.82306347033008
timestamp #06596,142.82306347033008
timestamp #06597,142.82306347033008
timestamp #06598,142.82306347033008
timestamp #06599,142.82306347033008
timestamp #06600,142.82306347033008
timestamp #06601,142.82306347033008
timestamp #06602,142.82306347033008
timestamp #06603,142.82306347033008
timestamp #06604,142.82306347033008
timestamp #06605,142.82306347033008
timestamp #06606,142.82306347033008
timestamp #06607,142.82306347033008
timestamp #06608,142.82306347033008
timestamp #06609,142.82306347033008
timestamp #06610,142.82306347033008
timestamp #06611,142.82306347033008
timestamp #06612,142.82306347033008
timestamp #06613,142.82306347033008
timestamp #06614,142.82306347033008
timestamp #06615,142.82306347033008
timestamp #06616,142.82306347033008
timestamp #06617,142.82306347033008
timestamp #06618,142.82306347033008
timestamp #06619,142.82306347033008
timestamp #06620,142.82306347033008
timestamp #06621,142.82306347033008
timestamp #06622,142.82306347033008
timestamp #06623,142.82306347033008
timestamp #06624,142.82306347033008
timestamp #06625,142.82306347033008
timestamp #06626,142.82306347033008
timestamp #06627,142.82306347033008
timestamp #06628,142.82306347033008
timestamp #06629,142.82306347033008
timestamp #06630,142.82306347033008
timestamp #06631,142.82306347033008
timestamp #06632,142.82306347033008
timestamp #06633,142.82306347033008
timestamp #06634,142.82306347033008
timestamp #06635,142.82306347033008
timestamp #06636,142.82306347033008
timestamp #06637,142.82306347033008
timestamp #06638,142.82306347033008
timestamp #06639,142.82306347033008
timestamp #06640,142.82306347033008
timestamp #06641,142.82306347033008
timestamp #06642,142.82306347033008
timestamp #06643,142.82306347033008
timestamp #06644,142.82306347033008
timestamp #06645,142.82306347033008
timestamp #06646,142.82306347033008
timestamp #06647,142.82306347033008
timestamp #06648,142.82306347033008
timestamp #06649,142.82306347033008
timestamp #06650,142.82306347033008
timestamp #06651,142.82306347033008
timestamp #06652,142.82306347033008
timestamp #06653,142.82306347033008
timestamp #06654,142.82306347033008
timestamp #06655,142.82306347033008
timestamp #06656,142.82306347033008
timestamp #06657,142.82306347033008
timestamp #06658,142.82306347033008
timestamp #06659,142.82306347033008
timestamp #06660,142.82306347033008
timestamp #06661,142.82306347033008
timestamp #06662,142.82306347033008
timestamp #06663,142.82306347033008
timestamp #06664,142.82306347033008
timestamp #06665,142.82306347033008
timestamp #06666,142.82306347033008
timestamp #06667,142.82306347033008
timestamp #06668,142.82306347033008
timestamp #06669,142.82306347033008
timestamp #06670,142.82306347033008
timestamp #06671,142.82306347033008
timestamp #06672,142.82306347033008
timestamp #06673,142.82306347033008
timestamp #06674,142.82306347033008
timestamp #06675,142.82306347033008
timestamp #06676,142.82306347033008
timestamp #06677,142.82306347033008
timestamp #06678,142.82306347033008
timestamp #06679,142.82306347033008
timestamp #06680,142.82306347033008
timestamp #06681,142.82306347033008
timestamp #06682,142.82306347033008
timestamp #06683,142.82306347033008
timestamp #06684,142.82306347033008
timestamp #06685,142.82306347033008
timestamp #06686,142.82306347033008
timestamp #06687,142.82306347033008
timestamp #06688,142.82306347033008
timestamp #06689,142.82306347033008
timestamp #06690,142.82306347033008
timestamp #06691,142.82306347033008
timestamp #06692,142.82306347033008
timestamp #06693,142.82306347033008
timestamp #06694,142.82306347033008
timestamp #06695,142.82306347033008
timestamp #06696,142.82306347033008
timestamp #06697,142.82306347033008
timestamp #06698,142.82306347033008
timestamp #06699,142.82306347033008
timestamp #06700,142.82306347033008
timestamp #06701,142.82306347033008
timestamp #06702,142.82306347033008
timestamp #06703,142.82306347033008
timestamp #06704,142.82306347033008
timestamp #06705,142.82306347033008
timestamp #06706,142.82306347033008
timestamp #06707,142.82306347033008
timestamp #06708,142.82306347033008
timestamp #06709,142.82306347033008
timestamp #06710,142.82306347033008
timestamp #06711,142.82306347033008
timestamp #06712,142.82306347033008
timestamp #06713,142.82306347033008
timestamp #06714,142.82306347033008
timestamp #06715,142.82306347033008
timestamp #06716,142.82306347033008
timestamp #06717,142.82306347033008
timestamp #06718,142.82306347033008
timestamp #06719,142.82306347033008
timestamp #06720,142.82306347033008
timestamp #06721,142.82306347033008
timestamp #06722,142.82306347033008
timestamp #06723,142.82306347033008
timestamp #06724,142.82306347033008
timestamp #06725,142.82306347033008
timestamp #06726,142.82306347033008
timestamp #06727,142.82306347033008
timestamp #06728,142.82306347033008
timestamp #06729,142.82306347033008
timestamp #06730,142.82306347033008
timestamp #06731,142.82306347033008
timestamp #06732,142.82306347033008
timestamp #06733,142.82306347033008
timestamp #06734,142.82306347033008
timestamp #06735,142.82306347033008
timestamp #06736,142.82306347033008
timestamp #06737,142.82306347033008
timestamp #06738,142.82306347033008
timestamp #06739,142.82306347033008
timestamp #06740,142.82306347033008
timestamp #06741,142.82306347033008
timestamp #06742,142.82306347033008
timestamp #06743,142.82306347033008
timestamp #06744,142.82306347033008
timestamp #06745,142.82306347033008
timestamp #06746,142.82306347033008
timestamp #06747,142.82306347033008
timestamp #06748,142.82306347033008
timestamp #06749,142.82306347033008
timestamp #06750,142.82306347033008
timestamp #06751,142.82306347033008
timestamp #06752,142.82306347033008
timestamp #06753,142.82306347033008
timestamp #06754,142.82306347033008
timestamp #06755,142.82306347033008
timestamp #06756,142.82306347033008
timestamp #06757,142.82306347033008
timestamp #06758,142.82306347033008
timestamp #06759,142.82306347033008
timestamp #06760,142.82306347033008
timestamp #06761,142.82306347033008
timestamp #06762,142.82306347033008
timestamp #06763,142.82306347033008
timestamp #06764,142.82306347033008
timestamp #06765,142.82306347033008
timestamp #06766,142.82306347033008
timestamp #06767,142.82306347033008
timestamp #06768,142.82306347033008
timestamp #06769,142.82306347033008
timestamp #06770,142.82306347033008
timestamp #06771,142.82306347033008
timestamp #06772,142.82306347033008
timestamp #06773,142.82306347033008
timestamp #06774,142.82306347033008
timestamp #06775,142.82306347033008
timestamp #06776,142.82306347033008
timestamp #06777,142.82306347033008
timestamp #06778,142.82306347033008
timestamp #06779,142.82306347033008
timestamp #06780,142.82306347033008
timestamp #06781,142.82306347033008
timestamp #06782,142.82306347033008
timestamp #06783,142.82306347033008
timestamp #06784,142.82306347033008
timestamp #06785,142.82306347033008
timestamp #06786,142.82306347033008
timestamp #06787,142.82306347033008
timestamp #06788,142.82306347033008
timestamp #06789,142.82306347033008
timestamp #06790,142.82306347033008
timestamp #06791,142.82306347033008
timestamp #06792,142.82306347033008
timestamp #06793,142.82306347033008
timestamp #06794,142.82306347033008
timestamp #06795,142.82306347033008
timestamp #06796,142.82306347033008
timestamp #06797,142.82306347033008
timestamp #06798,142.82306347033008
timestamp #06799,142.82306347033008
timestamp #06800,142.82306347033008
timestamp #06801,142.82306347033008
timestamp #06802,142.82306347033008
timestamp #06803,142.82306347033008
timestamp #06804,142.82306347033008
timestamp #06805,142.82306347033008
timestamp #06806,142.82306347033008
timestamp #06807,142.82306347033008
timestamp #06808,142.82306347033008
timestamp #06809,142.82306347033008
timestamp #06810,142.82306347033008
timestamp #06811,142.82306347033008
timestamp #06812,142.82306347033008
timestamp #06813,142.82306347033008
timestamp #06814,142.82306347033008
timestamp #06815,142.82306347033008
timestamp #06816,142.82306347033008
timestamp #06817,142.82306347033008
timestamp #06818,142.82306347033008
timestamp #06819,142.82306347033008
timestamp #06820,142.82306347033008
timestamp #06821,142.82306347033008
timestamp #06822,142.82306347033008
timestamp #06823,142.82306347033008
timestamp #06824,142.82306347033008
timestamp #06825,142.82306347033008
timestamp #06826,142.82306347033008
timestamp #06827,142.82306347033008
timestamp #06828,142.82306347033008
timestamp #06829,142.82306347033008
timestamp #06830,142.82306347033008
timestamp #06831,142.82306347033008
timestamp #06832,142.82306347033008
timestamp #06833,142.82306347033008
timestamp #06834,142.82306347033008
timestamp #06835,142.82306347033008
timestamp #06836,142.82306347033008
timestamp #06837,142.82306347033008
timestamp #06838,142.82306347033008
timestamp #06839,142.82306347033008
timestamp #06840,142.82306347033008
timestamp #06841,142.82306347033008
timestamp #06842,142.82306347033008
timestamp #06843,142.82306347033008
timestamp #06844,142.82306347033008
timestamp #06845,142.82306347033008
timestamp #06846,142.82306347033008
timestamp #06847,142.82306347033008
timestamp #06848,142.82306347033008
timestamp #06849,142.82306347033008
timestamp #06850,142.82306347033008
timestamp #06851,142.82306347033008
timestamp #06852,142.82306347033008
timestamp #06853,142.82306347033008
timestamp #06854,142.82306347033008
timestamp #06855,142.82306347033008
timestamp #06856,142.82306347033008
timestamp #06857,142.82306347033008
timestamp #06858,142.82306347033008
timestamp #06859,142.82306347033008
timestamp #06860,142.82306347033008
timestamp #06861,142.82306347033008
timestamp #06862,142.82306347033008
timestamp #06863,142.82306347033008
timestamp #06864,142.82306347033008
timestamp #06865,142.82306347033008
timestamp #06866,142.82306347033008
timestamp #06867,142.82306347033008
timestamp #06868,142.82306347033008
timestamp #06869,142.82306347033008
timestamp #06870,142.82306347033008
timestamp #06871,142.82306347033008
timestamp #06872,142.82306347033008
timestamp #06873,142.82306347033008
timestamp #06874,142.82306347033008
timestamp #06875,142.82306347033008
timestamp #06876,142.82306347033008
timestamp #06877,142.82306347033008
timestamp #06878,142.82306347033008
timestamp #06879,142.82306347033008
timestamp #06880,142.82306347033008
timestamp #06881,142.82306347033008
timestamp #06882,142.82306347033008
timestamp #06883,142.82306347033008
timestamp #06884,142.82306347033008
timestamp #06885,142.82306347033008
timestamp #06886,142.82306347033008
timestamp #06887,142.82306347033008
timestamp #06888,142.82306347033008
timestamp #06889,142.82306347033008
timestamp #06890,142.82306347033008
timestamp #06891,142.82306347033008
timestamp #06892,142.82306347033008
timestamp #06893,142.82306347033008
timestamp #06894,142.82306347033008
timestamp #06895,142.82306347033008
timestamp #06896,142.82306347033008
timestamp #06897,142.82306347033008
timestamp #06898,142.82306347033008
timestamp #06899,142.82306347033008
timestamp #06900,142.82306347033008
timestamp #06901,142.82306347033008
timestamp #06902,142.82306347033008
timestamp #06903,142.82306347033008
timestamp #06904,142.82306347033008
timestamp #06905,142.82306347033008
timestamp #06906,142.82306347033008
timestamp #06907,142.82306347033008
timestamp #06908,142.82306347033008
timestamp #06909,142.82306347033008
timestamp #06910,142.82306347033008
timestamp #06911,142.82306347033008
timestamp #06912,142.82306347033008
timestamp #06913,151.25523480385914
timestamp #06914,151.25523480385914
timestamp #06915,151.25523480385914
timestamp #06916,151.25523480385914
timestamp #06917,151.25523480385914
timestamp #06918,151.25523480385914
timestamp #06919,151.25523480385914
timestamp #06920,151.25523480385914
timestamp #06921,151.25523480385914
timestamp #06922,151.25523480385914
timestamp #06923,151.25523480385914
timestamp #06924,151.25523480385914
timestamp #06925,151.25523480385914
timestamp #06926,151.25523480385914
timestamp #06927,151.25523480385914
timestamp #06928,151.25523480385914
timestamp #06929,151.25523480385914
timestamp #06930,151.25523480385914
timestamp #06931,151.25523480385914
timestamp #06932,151.25523480385914
timestamp #06933,151.25523480385914
timestamp #06934,151.25523480385914
timestamp #06935,151.25523480385914
timestamp #06936,151.25523480385914
timestamp #06937,151.25523480385914
timestamp #06938,151.25523480385914
timestamp #06939,151.25523480385914
timestamp #06940,151.25523480385914
timestamp #06941,151.25523480385914
timestamp #06942,151.25523480385914
timestamp #06943,151.25523480385914
timestamp #06944,151.25523480385914
timestamp #06945,151.25523480385914
timestamp #06946,151.25523480385914
timestamp #06947,151.25523480385914
timestamp #06948,151.25523480385914
timestamp #06949,151.25523480385914
timestamp #06950,151.25523480385914
timestamp #06951,151.25523480385914
timestamp #06952,151.25523480385914
timestamp #06953,151.25523480385914
timestamp #06954,151.25523480385914
timestamp #06955,151.25523480385914
timestamp #06956,151.25523480385914
timestamp #06957,151.25523480385914
timestamp #06958,151.25523480385914
timestamp #06959,151.25523480385914
timestamp #06960,151.25523480385914
timestamp #06961,151.25523480385914
timestamp #06962,151.25523480385914
timestamp #06963,151.25523480385914
timestamp #06964,151.25523480385914
timestamp #06965,151.25523480385914
timestamp #06966,151.25523480385914
timestamp #06967,151.25523480385914
timestamp #06968,151.25523480385914
timestamp #06969,151.25523480385914
timestamp #06970,151.25523480385914
timestamp #06971,151.25523480385914
timestamp #06972,151.25523480385914
timestamp #06973,151.25523480385914
timestamp #06974,151.25523480385914
timestamp #06975,151.25523480385914
timestamp #06976,151.25523480385914
timestamp #06977,151.25523480385914
timestamp #06978,151.25523480385914
timestamp #06979,151.25523480385914
timestamp #06980,151.25523480385914
timestamp #06981,151.25523480385914
timestamp #06982,151.25523480385914
timestamp #06983,151.25523480385914
timestamp #06984,151.25523480385914
timestamp #06985,151.25523480385914
timestamp #06986,151.25523480385914
timestamp #06987,151.25523480385914
timestamp #06988,151.25523480385914
timestamp #06989,151.25523480385914
timestamp #06990,151.25523480385914
timestamp #06991,151.25523480385914
timestamp #06992,151.25523480385914
timestamp #06993,151.25523480385914
timestamp #06994,151.25523480385914
timestamp #06995,151.25523480385914
timestamp #06996,151.25523480385914
timestamp #06997,151.25523480385914
timestamp #06998,151.25523480385914
timestamp #06999,151.25523480385914
timestamp #07000,151.25523480385914
timestamp #07001,151.25523480385914
timestamp #07002,151.25523480385914
timestamp #07003,151.25523480385914
timestamp #07004,151.25523480385914
timestamp #07005,151.25523480385914
timestamp #07006,151.25523480385914
timestamp #07007,151.25523480385914
timestamp #07008,151.25523480385914
timestamp #07009,151.25523480385914
timestamp #07010,151.25523480385914
timestamp #07011,151.25523480385914
timestamp #07012,151.25523480385914
timestamp #07013,151.25523480385914
timestamp #07014,151.25523480385914
timestamp #07015,151.25523480385914
timestamp #07016,151.25523480385914
timestamp #07017,151.25523480385914
timestamp #07018,151.25523480385914
timestamp #07019,151.25523480385914
timestamp #07020,151.25523480385914
timestamp #07021,151.25523480385914
